组合,关联度系数
"['脐下冷痛', '腹脐腿足常冷']",0.01538048504917161
"['呕吐', '头旋目眩']",0.0021093738785974425
"['心烦', '身痒']",0.009839757693599849
"['身凉', '经漏']",0.00010789912550857039
"['胁痛', '冷泄']",0.010206908909166201
"['饮食减少', '脉虚数']",0.007911849120448344
"['呕逆', '膀胱气刺']",0.019590740734345385
"['劳倦', '淋浊']",0.0007424265419397891
"['大崩不止', '带下色红']",0.00013181980604126675
"['血淋', '噎膈']",0.011145872591758171
"['膈气', '白带频下']",0.019590740734345385
"['湿痰', '偏头痛']",0.006002228563811635
"['腰背疼痛', '日晡潮热']",0.014620654349145626
"['吐血', '痰膈']",0.01633396255564598
"['瘦弱', '咳逆上气']",0.0033763617373891996
"['多尿', '腹脐腿足常冷']",0.01761621943712069
"['子死腹中', '口噤']",0.011145872591758171
"['带下色红', '子宫虚弱']",0.010706317420445532
"['短气', '狂言']",0.006002228563811635
"['遗尿', '浑身浮肿']",0.012974912426921253
"['乏力', '便脓血']",2.853369290733987e-05
"['昏迷', '冷汗']",0.01538048504917161
"['呕吐', '久泄']",0.0017712250369464888
"['白带', '腿疼']",0.0023075760148831836
"['赤白带不止', '骨热']",0.00435094339622899
"['满口生疮', '奔豚气']",0.0248220402102695
"['胸胀胁满', '自汗']",0.0070662438980906295
"['半身不遂', '霍乱']",0.0036408365184352753
"['唇口青黑', '狂言']",0.010468011206801783
"['赤白带不止', '膈气']",0.0005472788976589316
"['腹痛', '口干']",0.0011812904534633795
"['饮食减少', '日晡潮热']",0.007911849120448344
"['口苦', '饮食不化']",0.0037584286706659475
"['带下色红', '恶疮']",0.002884366328288257
"['腰痛', '喜暖']",0.004165096518835898
"['目眩', '心痛']",0.003314782474999445
"['腹痛', '小便利数']",0.0012950144095774663
"['面浮', '口不渴']",0.019590740734345385
"['经闭', '中风']",0.0024427368194332444
"['劳倦', '痰潮']",0.008542300954462678
"['冷泄', '膀胱气刺']",0.019590740734345385
"['小腹疼痛', '带下如倾']",0.012413671258143716
"['肢体浮肿', '言语艰涩']",0.019590740734345385
"['腹胀', '健忘']",0.0049498742392387884
"['头晕', '腰脚酸痛']",0.009299651559373345
"['中风', '中暑']",0.009461648071230566
"['心痛', '中暑']",0.011145872591758171
"['耳鸣', '苔黄']",0.004001445691109912
"['饮食减少', '头痛']",0.00017340285231198793
"['劳倦', '舌干']",0.0037189460253055917
"['面色萎黄', '脉虚数']",0.008029792849697015
"['劳倦', '昏迷']",0.0007424265419397891
"['半身不遂', '奔豚气']",0.012554758195497867
"['膈气', '腹脐腿足常冷']",0.019590740734345385
"['目眩', '胸闷']",0.003314782474999445
"['瘦弱', '鼻血']",0.0033763617373891996
"['惊悸', '脏腑积冷']",0.01538048504917161
"['子宫冷', '膈气']",0.0043973483446007045
"['大崩不止', '呕酸']",0.009650999753242906
"['目眩', '冷汗']",0.011227847879652003
"['阴痛', '目赤']",0.0035600615620385856
"['四肢冷', '舌红']",0.003014205166865014
"['腹冷', '目赤']",0.004461635095155431
"['心腹疼痛', '眩晕']",0.007559698040567775
"['饮食减少', '脐下冷痛']",0.0004366046824404446
"['口苦', '呕酸']",0.013447846662905383
"['哮喘', '自汗']",0.005762467450012021
"['小便浊败', '骨节疼痛']",0.00022046237880857245
"['带下色红', '便脓血']",0.0008987952797300802
"['质粘稠', '头胀眩重']",0.0248220402102695
"['舌红', '喜暖']",0.007559698040567775
"['饮食不化', '唇口青黑']",0.007559698040567775
"['便脓血', '头痛']",0.0037584286706659475
"['咳嗽', '倒产']",0.0064629995552151764
"['面色萎黄', '脉虚细']",0.008029792849697015
"['瘦弱', '脉虚细']",0.008151542515269894
"['烦闷', '转筋']",0.007091467233923149
"['劳倦', '积滞泄泻']",0.008542300954462678
"['发热', '心气不足']",0.007559698040567775
"['久泄', '吐血']",0.00483721885040761
"['腰痛', '心腹疼痛']",0.0017949070526330213
"['便脓血', '霍乱']",0.0044150688473976185
"['面色萎黄', '心气不足']",0.0017705180952129473
"['牙痛', '奔豚气']",0.0248220402102695
"['经漏', '口干']",0.005611729414364303
"['腰酸', '烦闷']",3.8759599425675084e-05
"['腰痛', '日晡潮热']",0.01095807642944105
"['目眩', '言语艰涩']",0.011227847879652003
"['畏寒', '腰背疼痛']",0.0022033807458811117
"['乏力', '四肢冷']",0.000279224837058778
"['呕吐', '头痛']",0.003014205166865014
"['唇口青黑', '脐腹虚鸣']",0.01761621943712069
"['心痛', '肢体浮肿']",0.011145872591758171
"['赤白带不止', '疔疮']",0.00435094339622899
"['大便久滑', '奔豚气']",0.0248220402102695
"['心烦', '心热']",0.0022022651931819515
"['饮食减少', '湿痰']",2.9939574098136745e-05
"['自汗', '转筋']",0.011145872591758171
"['半身不遂', '头旋目眩']",0.0021093738785974425
"['中暑', '眼痛']",0.019590740734345385
"['饮食减少', '脐腹腰脚先痛']",0.007911849120448344
"['面色萎黄', '言语艰涩']",0.008029792849697015
"['瘦弱', '脉虚数']",0.008151542515269894
"['劳倦', '带下赤白']",0.008542300954462678
"['半身不遂', '头目彻痛']",0.012554758195497867
"['目眩', '唇口青黑']",0.004404618588973119
"['口苦', '阴肿']",0.008318149966497823
"['面色萎黄', '脚膝无力']",0.000964425726889373
"['脉沉', '带下色黄']",0.0021093738785974425
"['久泄', '中暑']",0.007859956334038881
"['腰痛', '脉虚数']",0.01095807642944105
"['畏寒', '腰腿骨节疼痛']",0.0022033807458811117
"['苔黄', '小便短赤']",0.01538048504917161
"['呕吐', '脉滑']",0.004461635095155431
"['身凉', '吐血']",0.0020600953782838327
"['胁痛', '小便黄赤']",0.008290332543797047
"['烦闷', '经漏']",0.001244267271486521
"['呕吐', '冷汗']",0.012554758195497867
"['苦渴', '头身皆重']",0.0248220402102695
"['不孕', '少腹发凉']",0.009299651559373345
"['遗尿', '膈气']",0.007859956334038881
"['大崩不止', '发热']",0.0009508863092397291
"['心烦', '眩晕']",0.0031998704808859357
"['赤白痢', '狂言']",0.009214726364298625
"['面色萎黄', '喜暖']",0.0017705180952129473
"['瘦弱', '唇口青黑']",0.0018598065651470042
"['带下色黄', '口唇龈内皆白']",0.013447846662905383
"['大崩不止', '腹冷']",0.00010789912550857039
"['脚气', '唇口青黑']",0.008290332543797047
"['梦遗', '心腹疼痛']",0.004225366653725443
"['腰背疼痛', '多尿']",0.007559698040567775
"['头旋目眩', '痰涕粘涎']",0.013447846662905383
"['脉沉', '便溏']",0.004461635095155431
"['腹痛', '吞酸水']",0.007175723359321484
"['咳嗽', '呕酸']",0.011518410589348826
"['面色萎黄', '小便不通']",0.008029792849697015
"['脉沉', '中风']",0.003014205166865014
"['带下色红', '经漏']",0.00046141124565313163
"['骨节疼痛', '血淋']",0.00483721885040761
"['赤白带不止', '血淋']",0.00016568163700625416
"['瘦弱', '言语艰涩']",0.008151542515269894
"['不孕', '冷汗']",0.009299651559373345
"['短气', '子宫虚弱']",0.012974912426921253
"['心痛', '无名肿毒']",0.011145872591758171
"['经闭', '半身不遂']",0.0010371496748695641
"['瘦弱', '健忘']",0.0018598065651470042
"['腰痛', '经事不调']",0.01095807642944105
"['心悸', '舌淡']",0.0036821119382462186
"['赤白带不止', '精神失常']",0.0005472788976589316
"['腰痛', '骨节疼痛']",0.0007820343374738692
"['腰背疼痛', '小便淋沥']",0.007559698040567775
"['不孕', '胁痛']",0.0011819823246268513
"['脐下冷痛', '冷淋']",0.01538048504917161
"['白带频下', '寒疝']",0.0248220402102695
"['五色带下', '身痒']",0.01761621943712069
"['白带', '胃弱']",0.0023075760148831836
"['赤白带不止', '经水不止']",0.0013545225088690271
"['小便利数', '饮食不化']",0.0022033807458811117
"['咳嗽', '大小便不通']",0.011518410589348826
"['大崩不止', '吐血']",0.0020600953782838327
"['脉沉', '发热']",0.003014205166865014
"['头晕', '中风']",0.00075645048902373
"['子宫冷', '精神失常']",0.0043973483446007045
"['经漏', '小便血浊']",0.012554758195497867
"['腰膝疼', '中暑']",0.009461648071230566
"['中风', '牙痛']",0.014620654349145626
"['瘦弱', '多梦']",0.0010373782804073972
"['小便利数', '失志']",0.0064629995552151764
"['目眩', '骨热']",0.011227847879652003
"['头痛', '噎膈']",0.009461648071230566
"['心烦', '呕逆']",0.004890866353368328
"['头旋目眩', '脉弱']",0.013447846662905383
"['中暑', '咳逆上气']",0.014373789524574812
"['呕吐', '脚膝无力']",0.004461635095155431
"['身凉', '淋沥不断']",0.00022046237880857245
"['唇口青黑', '牙痛']",0.01761621943712069
"['淋沥不断', '五色带下']",0.006002228563811635
"['自汗', '唇口青黑']",0.009214726364298625
"['四肢冷', '咳逆上气']",0.0074546005127247295
"['口干', '胃吐食']",0.01761621943712069
"['大崩不止', '便溏']",0.0020600953782838327
"['呕吐', '言语艰涩']",0.012554758195497867
"['腰痛', '小腹疼痛']",0.004165096518835898
"['舌红', '脉弦数']",0.014620654349145626
"['骨节疼痛', '心痛']",0.00483721885040761
"['久泄', '心悸']",0.0028465342066379407
"['白带', '五色带下']",0.0010238039522492137
"['腰痛', '带下如倾']",0.005932794017765919
"['霍乱', '言语艰涩']",0.01538048504917161
"['畏寒', '寒疝']",0.011518410589348826
"['苔黄', '足膝红肿']",0.0070662438980906295
"['目赤', '无名肿毒']",0.011145872591758171
"['耳鸣', '口苦']",0.0024246994286143964
"['目眩', '脉虚冷']",0.011227847879652003
"['饮食减少', '鼻血']",0.0031691295382064166
"['心热', '面浮']",0.011145872591758171
"['盗汗', '咳嗽']",0.00026585738062601116
"['脉沉', '喜暖']",0.005611729414364303
"['头旋目眩', '月经过多']",0.006445623786161342
"['哮喘', '心气不足']",0.0069571322453921
"['膈气', '失志']",0.014373789524574812
"['奔豚气', '头目彻痛']",0.0248220402102695
"['感风身痛', '身痒']",0.0248220402102695
"['瘦弱', '大便久滑']",0.008151542515269894
"['霍乱', '胃吐食']",0.01538048504917161
"['头晕', '骨节疼痛']",0.00012176418222692442
"['子宫冷', '白带频下']",0.009299651559373345
"['经漏', '经水不止']",0.003014205166865014
"['久泄', '骨节疼痛']",0.0020713344775619147
"['心烦', '口噤']",0.004890866353368328
"['盗汗', '胃吐食']",0.011227847879652003
"['湿痰', '便脓血']",0.0024246994286143964
"['胸闷', '带下色青']",0.011145872591758171
"['瘦弱', '胁痛']",0.0005456070719949135
"['噎膈', '无名肿毒']",0.014373789524574812
"['子宫冷', '腰酸']",0.0009699896110793027
"['脚气', '腹大']",0.01538048504917161
"['耳鸣', '手足麻木']",0.0033597800969557
"['苔白', '小便不通']",0.012554758195497867
"['霍乱', '目赤']",0.0070662438980906295
"['昏迷', '转筋']",0.010206908909166201
"['梦遗', '大小便不通']",0.013988778972462479
"['心腹疼痛', '头痛']",0.004783536763399876
"['口不渴', '口唇龈内皆白']",0.0248220402102695
"['身凉', '梦遗']",0.0006228844894732299
"['唇口青黑', '肢体浮肿']",0.012413671258143716
"['白带', '多悲不乐']",0.0023075760148831836
"['胃吐食', '带下腹痛']",0.0248220402102695
"['不孕', '奔豚气']",0.009299651559373345
"['大崩不止', '思虑过度']",0.0047175739682145945
"['脉沉', '带下腹痛']",0.012554758195497867
"['湿痰', '昏迷']",0.004001445691109912
"['中风', '带下腹痛']",0.014620654349145626
"['饮食减少', '小肠及外肾肿痛']",0.007911849120448344
"['面色萎黄', '遗尿']",1.57528363327053e-05
"['脐下冷痛', '难产']",0.008290332543797047
"['经漏', '呕吐']",0.0014863933097503113
"['发热', '健忘']",0.007559698040567775
"['带下色红', '舌干']",0.005696190008969648
"['白带', '倒产']",2.8751574865815144e-05
"['口苦', '眩晕']",0.006445623786161342
"['腹胀', '小腹疼痛']",0.0049498742392387884
"['血淋', '中暑']",0.011145872591758171
"['昏迷', '带下腹痛']",0.01538048504917161
"['唇口青黑', '带下腹痛']",0.01761621943712069
"['腰痛', '吞酸水']",0.01095807642944105
"['白带', '经候不利']",0.0023075760148831836
"['头胀眩重', '脉象弦数']",0.0248220402102695
"['遗尿', '小便如泔']",0.006002228563811635
"['心悸', '小便不通']",0.013988778972462479
"['呕吐', '中暑']",0.0074546005127247295
"['头面虚肿', '大小便不通']",0.0248220402102695
"['白带', '肠虚滑泄']",0.0023075760148831836
"['腹痛', '气结腹痛']",0.007175723359321484
"['腹冷', '多尿']",0.005611729414364303
"['咳嗽', '目赤']",0.0035600615620385856
"['脉沉', '日晡潮热']",0.012554758195497867
"['腹痛', '腰背疼痛']",2.1752411300202112e-05
"['脚膝无力', '满口生疮']",0.01633396255564598
"['霍乱', '脐腹虚鸣']",0.01538048504917161
"['盗汗', '脉虚冷']",0.011227847879652003
"['心气不足', '言语艰涩']",0.01761621943712069
"['半身不遂', '冷泄']",0.0074546005127247295
"['经漏', '头旋目眩']",0.0021093738785974425
"['久泄', '饮食不化']",0.0033597800969557
"['腰痛', '咳嗽']",0.00018133000096631768
"['目眩', '阴痛']",0.00026585738062601116
"['阴痛', '经闭']",0.0005030207941039699
"['瘦弱', '哮喘']",8.300855580445354e-05
"['劳倦', '头胀眩重']",0.008542300954462678
"['梦遗', '目赤']",0.005762467450012021
"['头痛', '子死腹中']",0.0063502926416624805
"['耳鸣', '带下色黄']",0.0024246994286143964
"['乏力', '多梦']",0.0006556343683636889
"['咳嗽', '脉虚数']",0.011518410589348826
"['头旋目眩', '惊悸']",0.0044150688473976185
"['霍乱', '胁痛']",0.006171159659096509
"['舌淡', '带下色黑']",0.013988778972462479
"['饮食不化', '心气不足']",0.007559698040567775
"['满口生疮', '冷汗']",0.0248220402102695
"['乏力', '心腹胀满']",0.007473810084170085
"['面色萎黄', '舌干']",0.003270807764909067
"['腹胀', '小肠冷气疼']",0.011833240977537685
"['劳倦', '面浮']",0.0037189460253055917
"['脉沉', '脉虚数']",0.012554758195497867
"['腰痛', '转筋']",0.005932794017765919
"['便溏', '多尿']",0.009214726364298625
"['目眩', '湿痰']",0.0009293255813414003
"['狂言', '膈气']",0.012413671258143716
"['饮食减少', '呕逆']",0.0031691295382064166
"['霍乱', '脚弱']",0.01538048504917161
"['头晕', '小便黄赤']",0.002753133115959927
"['半身不遂', '跌打损伤']",0.0074546005127247295
"['身凉', '单腹胀']",0.009650999753242906
"['腰膝疼', '难产']",0.007559698040567775
"['脐腹虚鸣', '痰潮']",0.0248220402102695
"['腹胀', '思虑过度']",0.006762855360826575
"['吐血', '中暑']",0.011145872591758171
"['子宫冷', '耳鸣']",0.00012176418222692442
"['盗汗', '耳鸣']",0.0009293255813414003
"['恶疮', '难产']",0.009214726364298625
"['耳鸣', '心悸']",0.0028465342066379407
"['阴痒', '偏头痛']",0.010468011206801783
"['腹胀', '单腹胀']",0.011833240977537685
"['不孕', '带下色红']",0.0002613485781364222
"['惊悸', '舌干']",0.010206908909166201
"['哮喘', '咳逆上气']",0.008844399029253769
"['小便浊败', '腰酸']",0.0006731098738536057
"['手足麻木', '遍身疼痛']",0.014620654349145626
"['舌淡', '胸闷']",0.005762467450012021
"['转筋', '小肠及外肾肿痛']",0.019590740734345385
"['中风', '痰潮']",0.014620654349145626
"['饮食减少', '冷泄']",0.0031691295382064166
"['惊悸', '眩晕']",0.008290332543797047
"['头晕', '霍乱']",0.0011819823246268513
"['恶心', '头痛']",0.004225366653725443
"['久泄', '目赤']",0.00483721885040761
"['短气', '胃吐食']",0.012974912426921253
"['便脓血', '失志']",0.008318149966497823
"['饮食减少', '心腹胀满']",0.007911849120448344
"['偏头痛', '阴肿']",0.012413671258143716
"['脚气', '无名肿毒']",0.010206908909166201
"['心腹疼痛', '目赤']",0.0063502926416624805
"['身凉', '口干']",0.0030421072955542083
"['唇口青黑', '痰潮']",0.01761621943712069
"['涕', '疔疮']",0.01761621943712069
"['盗汗', '脉沉']",0.0007062308575941367
"['心热', '自汗']",0.007976011383885873
"['乏力', '脚气']",0.00026339220800314367
"['四肢亦浮', '口不渴']",0.0248220402102695
"['不孕', '阴痛']",3.279363719088657e-05
"['哮喘', '腹大']",0.013988778972462479
"['脉沉', '鼻血']",0.0074546005127247295
"['胁痛', '小肠及外肾肿痛']",0.01538048504917161
"['乏力', '痰潮']",0.007473810084170085
"['口苦', '恶疮']",0.005265757400890497
"['久泄', '脉虚数']",0.012974912426921253
"['面浮', '脉虚数']",0.019590740734345385
"['目眩', '发热']",0.0019885954816628026
"['面色萎黄', '大崩不止']",0.0026881405978989026
"['瘦弱', '失志']",0.0033763617373891996
"['盗汗', '腰膝疼']",0.0019885954816628026
"['偏头痛', '小便淋痛']",0.01761621943712069
"['乏力', '中风']",6.7129447352543e-05
"['腰腿骨节疼痛', '便溏']",0.0063502926416624805
"['瘦弱', '湿痰']",5.9478854836925166e-06
"['目赤', '漆中毒']",0.01633396255564598
"['耳鸣', '小便黄赤']",0.006002228563811635
"['饮食减少', '难产']",0.0016851757849263294
"['心烦', '日晡潮热']",0.009839757693599849
"['昏迷', '脚膝无力']",0.0070662438980906295
"['半身不遂', '赤白痢']",0.004461635095155431
"['恶疮', '噎膈']",0.011145872591758171
"['赤白带不止', '阴痒']",7.008780064321485e-06
"['乏力', '皮肤干燥']",0.007473810084170085
"['血淋', '咳血']",0.01633396255564598
"['恶疮', '头面虚肿']",0.01633396255564598
"['小便浊败', '精神失常']",0.0047175739682145945
"['大崩不止', '烦闷']",3.8759599425675084e-05
"['心烦', '胸胀胁满']",0.0015345744358227775
"['湿痰', '肢体浮肿']",0.007859956334038881
"['赤白痢', '咳逆上气']",0.011145872591758171
"['瘦弱', '气结腹痛']",0.008151542515269894
"['劳倦', '头目彻痛']",0.008542300954462678
"['心气不足', '头目彻痛']",0.01761621943712069
"['骨节疼痛', '脉虚冷']",0.012974912426921253
"['肢节少力', '腰脚酸痛']",0.01538048504917161
"['阴痛', '腰背疼痛']",0.0022033807458811117
"['瘦弱', '四肢冷']",5.712358548382035e-05
"['呕吐', '口苦']",0.0021093738785974425
"['似血非血', '脉弦数']",0.01761621943712069
"['唇口青黑', '满口生疮']",0.01761621943712069
"['腰痛', '面浮']",0.005932794017765919
"['心热', '脉滑']",0.007976011383885873
"['遗尿', '腰背疼痛']",0.0033597800969557
"['饮食减少', '脚气']",0.0004366046824404446
"['劳倦', '头痛']",0.0003971868971313075
"['昏迷', '多梦']",0.0070662438980906295
"['哮喘', '漆中毒']",0.013988778972462479
"['盗汗', '心痛']",0.003314782474999445
"['呕吐', '子宫虚弱']",0.012554758195497867
"['赤白带不止', '口噤']",0.0005472788976589316
"['心热', '日晡潮热']",0.01633396255564598
"['饮食减少', '脉弱']",0.007911849120448344
"['盗汗', '肠红痔血']",0.011227847879652003
"['中风', '狂言']",0.007559698040567775
"['腰膝疼', '精神失常']",0.009461648071230566
"['腰痛', '唇口青黑']",0.004165096518835898
"['目眩', '昏迷']",0.0025544836303385
"['便脓血', '涕']",0.006445623786161342
"['经闭', '腰膝疼']",0.0024427368194332444
"['便溏', '白带频下']",0.01633396255564598
"['脚膝无力', '头目彻痛']",0.01633396255564598
"['冷泄', '小肠及外肾肿痛']",0.019590740734345385
"['短气', '昏迷']",0.004001445691109912
"['饮食不化', '小肠冷气疼']",0.014620654349145626
"['脉缓', '涕']",0.010468011206801783
"['白带', '头目彻痛']",0.0023075760148831836
"['腰背疼痛', '脐下冷痛']",0.005469949006193575
"['小便浊败', '便脓血']",0.0003870548475422009
"['赤白带不止', '倒产']",0.0005472788976589316
"['不孕', '子宫虚弱']",0.009299651559373345
"['四肢冷', '带下腹痛']",0.012554758195497867
"['偏头痛', '大小便不通']",0.01761621943712069
"['带下色红', '心热']",0.002884366328288257
"['经闭', '腰腿骨节疼痛']",0.0024427368194332444
"['面色萎黄', '月经过多']",0.0017705180952129473
"['瘦弱', '思虑过度']",0.0033763617373891996
"['腰酸', '脉虚冷']",0.009650999753242906
"['身凉', '小便血浊']",0.009650999753242906
"['腰膝疼', '中风']",0.004783536763399876
"['短气', '胁痛']",0.004001445691109912
"['目眩', '大便久滑']",0.011227847879652003
"['小便利数', '子宫脱垂']",0.011518410589348826
"['目眩', '奔豚气']",0.011227847879652003
"['唇口青黑', '大便久滑']",0.01761621943712069
"['白带', '痰潮']",0.0023075760148831836
"['劳倦', '湿痰']",5.447921130496969e-06
"['哮喘', '唇口青黑']",0.0069571322453921
"['淋沥不断', '带下赤白']",0.012974912426921253
"['饮食不化', '霍乱']",0.005469949006193575
"['腹痛', '口噤']",0.0025488687415475275
"['面色萎黄', '日晡潮热']",0.008029792849697015
"['满口生疮', '言语艰涩']",0.0248220402102695
"['四肢冷', '口唇龈内皆白']",0.012554758195497867
"['带下色红', '脚气']",0.002154685015333224
"['恶疮', '涕']",0.009214726364298625
"['腰腿骨节疼痛', '单腹胀']",0.014620654349145626
"['便脓血', '狂言']",0.006445623786161342
"['腰膝疼', '口干']",0.007559698040567775
"['自汗', '心气不足']",0.009214726364298625
"['肢体浮肿', '奔豚气']",0.019590740734345385
"['目眩', '冷痹']",0.011227847879652003
"['咳嗽', '跌打损伤']",0.0064629995552151764
"['四肢冷', '饮食不化']",0.003014205166865014
"['梦遗', '头面虚肿']",0.013988778972462479
"['盗汗', '膈气']",0.006187471088102359
"['面色萎黄', '大便久滑']",0.008029792849697015
"['腹胀', '疔疮']",0.011833240977537685
"['哮喘', '血淋']",0.005762467450012021
"['小便浊败', '淋沥不断']",0.00022046237880857245
"['面色萎黄', '皮肤干燥']",0.008029792849697015
"['喜暖', '脉迟弱']",0.01761621943712069
"['四肢冷', '口不渴']",0.012554758195497867
"['半身不遂', '言语艰涩']",0.012554758195497867
"['大崩不止', '脐下冷痛']",0.001408062694510659
"['脉沉', '咳逆上气']",0.0074546005127247295
"['带下色红', '脉弦数']",0.010706317420445532
"['便脓血', '心痛']",0.005265757400890497
"['腰酸', '腹胀']",5.352565159544298e-06
"['久泄', '转筋']",0.007859956334038881
"['心烦', '脉数']",0.004890866353368328
"['畏寒', '惊悸']",0.0027845466079761128
"['腰背疼痛', '多梦']",0.0063502926416624805
"['腹胀', '舌淡']",0.0019749564185907453
"['昏迷', '咳逆上气']",0.010206908909166201
"['舌淡', '小便不通']",0.013988778972462479
"['呕吐', '目赤']",0.004461635095155431
"['身凉', '目赤']",0.0020600953782838327
"['盗汗', '带下冷痛']",0.006187471088102359
"['恶疮', '偏头痛']",0.009214726364298625
"['饮食减少', '耳鸣']",2.9939574098136745e-05
"['面色萎黄', '积滞泄泻']",0.008029792849697015
"['劳倦', '腹冷']",6.751648427616441e-06
"['瘦弱', '脉弱']",0.008151542515269894
"['烦闷', '胁痛']",0.0033226274589903126
"['腹冷', '膈气']",0.0074546005127247295
"['四肢冷', '痰潮']",0.012554758195497867
"['半身不遂', '腿疼']",0.012554758195497867
"['牙痛', '言语艰涩']",0.0248220402102695
"['腰酸', '盗汗']",2.4051451088635822e-05
"['带下色红', '月经过多']",0.003943708619441155
"['腰痛', '热结血室']",0.01095807642944105
"['湿痰', '牙痛']",0.012974912426921253
"['心悸', '胸闷']",0.005762467450012021
"['身凉', '脚膝无力']",0.0020600953782838327
"['便溏', '腹脐腿足常冷']",0.01633396255564598
"['白带', '脐腹虚鸣']",0.0023075760148831836
"['耳鸣', '面色微红']",0.007859956334038881
"['饮食减少', '肢体浮肿']",0.0031691295382064166
"['劳倦', '带下色红']",0.0007243794383565705
"['四肢冷', '四肢亦浮']",0.012554758195497867
"['难产', '头面虚肿']",0.01761621943712069
"['腰痛', '脚气']",0.002345455383022055
"['面浮', '嗽唾脓痰']",0.019590740734345385
"['健忘', '肠红痔血']",0.01761621943712069
"['面色萎黄', '奔豚气']",0.008029792849697015
"['不孕', '大便久滑']",0.009299651559373345
"['带下冷痛', '冷痹']",0.019590740734345385
"['经漏', '手足麻木']",0.003014205166865014
"['心痛', '跌打损伤']",0.011145872591758171
"['惊悸', '转筋']",0.010206908909166201
"['畏寒', '喜暖']",0.0046650526762114786
"['胸胀胁满', '小肠及外肾肿痛']",0.01538048504917161
"['子宫冷', '咳嗽']",3.279363719088657e-05
"['心烦', '感风身痛']",0.009839757693599849
"['目眩', '痰潮']",0.011227847879652003
"['畏寒', '骨热']",0.011518410589348826
"['经闭', '四肢酸痛']",0.006762855360826575
"['腹胀', '手足麻木']",0.0024427368194332444
"['不孕', '霍乱']",0.0011819823246268513
"['脚气', '奔豚气']",0.01538048504917161
"['梦遗', '无名肿毒']",0.008844399029253769
"['呕吐', '胁痛']",0.0036408365184352753
"['身凉', '唇口青黑']",0.0030421072955542083
"['难产', '喉闭']",0.01761621943712069
"['面色萎黄', '嗽唾脓痰']",0.008029792849697015
"['不孕', '恶心']",0.00046022646109850074
"['小便浊败', '恶疮']",0.0020600953782838327
"['大崩不止', '多梦']",0.0020600953782838327
"['脉沉', '经水不止']",0.003014205166865014
"['手足麻木', '四肢酸痛']",0.009461648071230566
"['赤白带不止', '自汗']",0.00016568163700625416
"['不孕', '痰潮']",0.009299651559373345
"['饮食减少', '四肢亦浮']",0.007911849120448344
"['面色萎黄', '发热']",0.0002093087668805782
"['头晕', '哮喘']",0.00046022646109850074
"['白带', '自汗']",0.0027284288853437477
"['脉沉', '胃吐食']",0.012554758195497867
"['腰膝疼', '噎膈']",0.009461648071230566
"['腰痛', '哮喘']",0.001373146613633358
"['耳鸣', '大便燥结']",0.007859956334038881
"['中风', '苦渴']",0.014620654349145626
"['眩晕', '脏腑积冷']",0.01761621943712069
"['大崩不止', '白带频下']",0.009650999753242906
"['喜暖', '少腹发凉']",0.01761621943712069
"['不孕', '心痛']",0.0018025025882118517
"['腰背疼痛', '白带频下']",0.014620654349145626
"['腰腿骨节疼痛', '浑身浮肿']",0.014620654349145626
"['脉沉', '昏迷']",0.0036408365184352753
"['白带', '少腹发凉']",0.0023075760148831836
"['血淋', '难产']",0.009214726364298625
"['乏力', '面浮']",0.002796862814062273
"['面色萎黄', '脉象弦数']",0.008029792849697015
"['小便浊败', '五色带下']",0.0030421072955542083
"['大崩不止', '脚膝无力']",0.0020600953782838327
"['头痛', '大小便不通']",0.014620654349145626
"['饮食减少', '嗽唾脓痰']",0.007911849120448344
"['面色萎黄', '腰背疼痛']",0.0002093087668805782
"['不孕', '满口生疮']",0.009299651559373345
"['发热', '中风']",0.004783536763399876
"['牙痛', '脐腹虚鸣']",0.0248220402102695
"['大崩不止', '久泄']",0.00022046237880857245
"['脉沉', '小便不通']",0.012554758195497867
"['心烦', '带下冷痛']",0.004890866353368328
"['白带', '阴肿']",2.8751574865815144e-05
"['饮食不化', '疔疮']",0.014620654349145626
"['耳鸣', '冷痹']",0.012974912426921253
"['经闭', '五色带下']",0.0049498742392387884
"['瘦弱', '带浊']",0.0010373782804073972
"['胸胀胁满', '呕逆']",0.010206908909166201
"['子宫冷', '经闭']",3.6220744944470695e-06
"['面浮', '四肢亦浮']",0.019590740734345385
"['赤白带不止', '脉数']",0.0005472788976589316
"['头痛', '赤白痢']",0.0063502926416624805
"['大便久滑', '脐腹虚鸣']",0.0248220402102695
"['头旋目眩', '脉虚数']",0.013447846662905383
"['中暑', '精神失常']",0.014373789524574812
"['白带', '小便血浊']",0.0023075760148831836
"['狂言', '带下腹痛']",0.01761621943712069
"['脉沉', '唇口青黑']",0.005611729414364303
"['盗汗', '难产']",0.004404618588973119
"['中风', '脚气']",0.005469949006193575
"['饮食减少', '烦闷']",0.00024381472852263997
"['咳嗽', '心腹疼痛']",0.0022033807458811117
"['烦闷', '头旋目眩']",0.0018366303086277957
"['大崩不止', '恶疮']",0.0020600953782838327
"['骨节疼痛', '霍乱']",0.004001445691109912
"['转筋', '带下腹痛']",0.019590740734345385
"['面色萎黄', '湿痰']",1.57528363327053e-05
"['瘦弱', '冷汗']",0.008151542515269894
"['烦闷', '唇口青黑']",0.005263511529757903
"['头晕', '久泄']",0.00012176418222692442
"['脉沉', '吞酸水']",0.012554758195497867
"['牙痛', '大便久滑']",0.0248220402102695
